AT,V,AP,RH,PE,cooks_distance
19.05,67.32,1013.2,83.14,447.47,2.7182072049900786e-06
23.62,61.87,1010.07,48.77,447.93,5.122322844124977e-06
30.57,58.9,1004.54,54.37,438.49,3.474508456568817e-06
6.82,41.03,1022.12,87.63,489.64,0.00014260030412237325
13.25,43.7,1013.61,76.05,472.22,1.7182568199686777e-05
24.11,68.3,1017.33,79.16,432.62,0.00013342640440848906
9.86,42.49,1009.16,81.41,477.78,8.409044077195992e-05
21.91,63.76,1009.85,76.8,445.04,7.293629415556048e-07
27.54,75.6,1018.26,57.89,440.87,6.5798882514264634e-06
25.45,69.59,1008.51,83.17,445.61,3.129167856736234e-05
21.54,66.54,1004.99,92.87,440.8,8.858930945156747e-06
24.17,73.18,1011.72,86.1,437.27,1.1261773071387246e-05
28.34,63.77,1013.7,61.13,439.75,7.74205207087735e-07
31.98,70.17,999.43,59.42,430.92,1.0266806764155477e-05
14.09,44.47,1029.08,72.36,466.53,3.52190311964136e-05
12.32,43.69,1016.26,83.18,471.6,5.6817112216564405e-06
9.15,39.61,1018.11,75.29,474.88,3.698593080361056e-07
23.44,72.24,1011.28,88.03,438.34,1.1025411160503424e-05
13.91,39.35,1014.69,75.51,469.02,1.107596406155801e-06
12.21,44.34,1017.98,86.17,475.06,2.201571001559274e-05
25.4,65.34,1013.11,53.93,445.82,4.285818720251777e-06
13.14,40.66,1016.47,94.76,466.95,1.841522824126695e-06
20.9,67.71,1007.16,59.02,446.57,3.254657085759118e-06
14.67,45.01,1014.28,67.91,460.47,6.523463038201117e-06
16.81,45.87,1008.7,98.0,455.96,9.695005845468108e-06
22.1,58.33,1013.71,69.09,441.31,2.1731629371952448e-05
10.53,40.64,1020.62,98.43,477.99,2.5875614945697583e-05
29.0,75.33,1001.6,71.43,432.65,7.573135045393833e-06
15.52,43.7,1015.8,76.27,466.38,1.5185902770619134e-06
29.12,58.84,1001.31,52.86,446.51,0.00012803257802913146
6.93,40.67,1020.17,71.16,494.61,0.0003234820673178829
25.74,59.07,1007.37,79.89,441.05,2.472055817469523e-06
15.82,43.34,1014.52,79.07,460.4,4.269696308325359e-06
26.01,61.47,1009.54,75.01,435.78,2.155249214826691e-05
8.74,40.03,1016.81,93.37,481.07,4.2972051633637e-05
28.87,71.97,1008.74,82.61,435.86,1.4951996518739466e-06
20.17,56.03,1019.47,56.77,458.04,4.41639857199554e-06
23.76,51.19,1009.69,70.87,442.9,2.1879975757051155e-05
21.1,49.16,1006.76,86.08,442.78,7.084271391223733e-05
21.45,45.09,1013.83,52.26,453.15,1.1013916485247352e-05
22.69,65.12,1016.35,72.02,446.91,2.5722425589402003e-07
6.65,38.5,1014.01,87.6,491.54,0.00023946507669600614
11.2,42.02,999.99,96.69,472.27,0.0001999549170367392
10.6,40.22,1011.37,85.81,477.62,5.052248505121866e-05
7.48,38.5,1014.01,77.35,488.43,0.00017032074573619698
33.67,80.18,1010.83,60.87,431.99,3.2687826855848765e-05
5.97,36.25,1029.65,86.74,487.03,1.955883720217798e-05
14.54,43.14,1010.26,82.98,465.45,2.480273775460803e-06
30.08,73.42,1011.17,63.86,434.95,1.0326192668279398e-06
21.36,45.61,1013.43,83.64,456.85,4.236364499580188e-07
13.76,45.08,1023.77,80.48,469.74,4.611475056718917e-07
25.61,74.22,1010.26,75.15,438.45,1.8791001246608254e-07
21.54,58.41,1013.99,86.34,450.69,6.43289502417787e-10
31.81,69.88,1007.94,55.91,432.6,2.1371974433343813e-07
30.26,72.58,1007.0,65.51,425.71,3.288907983452808e-05
13.67,54.3,1015.92,75.42,467.87,1.735145676570484e-05
6.15,40.77,1022.42,88.57,482.49,1.5661037688945397e-05
28.73,73.91,1004.91,70.17,436.12,1.211399864853031e-05
29.65,71.25,1001.07,73.97,430.88,9.640031791377444e-09
18.6,60.1,1009.91,87.13,453.94,3.514410997000175e-06
23.18,51.43,1011.56,81.83,449.94,4.388878184503767e-07
26.84,70.36,1007.41,71.47,442.17,1.671126638728214e-05
10.12,41.78,1013.43,73.47,477.67,3.972219822142617e-05
28.14,76.86,1000.7,70.17,434.68,2.9905615245846805e-05
14.51,53.82,1016.46,62.75,463.17,1.7152790594179865e-06
27.68,69.34,1008.28,70.9,436.37,2.0434592998759666e-07
23.92,61.87,1009.63,54.16,441.15,9.478621706610782e-06
22.67,60.77,1017.56,79.43,444.43,1.8219974187564815e-05
12.8,42.18,1016.27,83.9,467.69,1.2430546053793511e-07
20.63,43.77,1010.71,62.34,448.25,5.145925202404333e-05
12.66,43.67,1012.49,95.96,472.44,3.222096186127186e-05
11.54,40.05,1014.78,87.05,474.29,1.168103574647262e-05
25.89,48.41,1008.49,68.58,440.92,4.181546435707405e-05
24.81,66.44,1011.19,69.96,435.79,1.987197323962421e-05
13.74,41.16,1010.74,87.69,473.19,4.3518413223031184e-05
7.32,41.22,1015.42,97.25,484.21,9.990997641353445e-05
20.79,57.32,1012.47,70.09,446.18,7.226929104640628e-06
20.53,49.16,1007.11,90.02,444.69,5.935120728123799e-05
15.25,39.16,1016.18,79.39,471.05,1.0359474553023919e-05
33.4,69.98,1013.29,47.78,432.44,1.4352669869659273e-08
12.04,40.78,1025.21,85.97,463.51,0.00010979477432561268
28.84,74.9,1004.38,66.86,436.42,2.1476361745858246e-05
22.17,65.61,1014.71,70.91,449.91,3.2842409779640943e-06
23.7,64.45,1012.87,38.24,451.16,4.796928429560382e-05
31.42,70.17,999.3,61.22,430.78,5.520830584686845e-06
13.79,42.07,1018.27,88.06,462.25,1.993284537155265e-05
12.16,45.0,1021.51,50.52,482.99,0.0002560505892974795
22.31,70.32,1009.22,89.53,437.83,2.5497175838281178e-05
17.83,43.72,1008.64,78.72,453.86,1.5976088848552062e-05
21.76,60.27,1018.96,85.06,446.86,1.9266665478076323e-05
20.98,60.07,1016.26,67.18,446.26,1.1635684826406528e-05
28.16,61.47,1009.19,62.53,442.48,2.8649100239753194e-06
21.16,50.66,1014.13,72.77,455.86,5.934388685560823e-07
22.64,63.73,1013.88,84.22,447.21,2.3864495900199696e-09
24.1,60.29,1008.2,61.81,449.79,1.2032694676898732e-05
20.25,55.5,1020.03,69.33,455.13,3.5958718098107463e-07
30.9,73.42,1011.21,65.32,433.44,2.4630379520210633e-07
11.84,39.28,1016.97,90.52,477.51,3.14900772928236e-05
28.08,73.42,1012.17,62.74,434.0,4.474231177535083e-06
30.7,67.69,1005.92,51.58,429.58,1.4542866448007745e-05
23.72,58.62,1016.32,71.17,447.13,1.889637532952897e-06
20.1,57.17,1011.96,87.68,452.67,2.7003989589060103e-07
19.69,56.65,1020.77,62.83,456.29,9.484176594937887e-09
11.56,41.62,1012.5,91.42,460.6,4.156848874127404e-05
27.25,50.05,1006.53,60.64,439.63,2.9663222222020953e-05
14.28,42.77,1020.06,81.77,466.75,7.530082266499341e-07
14.72,43.34,1013.07,85.61,464.22,3.3057248315957446e-10
21.82,65.27,1013.86,72.81,447.43,8.183977045956186e-10
6.34,40.64,1020.62,94.39,478.78,1.137937967907e-06
27.92,68.12,1011.54,49.8,437.51,1.1803587140543472e-06
12.56,41.4,1019.23,74.26,472.54,3.413212219201115e-06
9.15,40.11,1023.82,75.4,475.01,1.640191349337854e-06
30.55,68.24,1009.43,63.84,426.8,4.2738888651859384e-05
14.87,54.3,1017.17,71.57,462.87,1.3089054052756602e-06
33.97,72.29,1008.98,44.32,432.33,1.2932244162850405e-05
14.87,35.71,1015.53,57.7,468.75,6.245359719943304e-08
16.37,39.64,1009.19,76.92,463.91,1.649776504452732e-06
28.41,75.6,1018.48,56.07,440.28,8.709524840343866e-06
26.94,66.48,1005.46,60.62,440.12,3.5542919270528706e-06
20.52,43.79,1015.9,68.1,463.93,1.5215875463518653e-05
4.71,42.07,1005.35,82.26,486.79,0.0004446067172205215
15.3,43.34,1013.23,82.73,463.7,7.718905888874449e-11
25.82,57.19,1007.99,62.95,440.8,5.818459129301032e-06
24.93,47.01,1014.28,66.04,455.06,7.5311288856211465e-06
20.11,57.25,1010.36,88.89,451.95,3.001581061104219e-07
13.49,44.63,1019.12,70.02,471.08,6.365700751729605e-06
13.63,40.92,1021.89,80.5,462.4,4.4856421908812905e-05
13.61,39.85,1012.78,58.12,475.62,7.628294674009467e-05
28.98,73.42,1011.25,72.9,432.2,6.231612308017367e-06
26.26,71.73,1009.59,80.06,430.79,4.098573370175648e-05
8.91,40.11,1022.87,78.39,475.43,4.670020131784032e-07
6.25,40.02,1032.14,80.22,481.38,5.593166706284321e-06
31.31,64.44,1014.24,51.08,438.14,3.2018284826910857e-07
20.29,65.27,1013.17,74.94,445.52,5.635266300170618e-06
31.09,64.05,1011.32,61.14,440.62,1.1601537043824804e-05
14.64,39.31,1008.84,79.3,462.72,2.1415319979991585e-06
6.86,41.17,1020.12,79.14,490.23,0.00016232365773022388
23.59,43.77,1010.85,55.98,448.42,2.7088970859160276e-05
12.8,39.16,1015.94,89.83,472.47,6.720931274315918e-06
23.63,58.62,1016.45,69.97,445.51,6.500162820499804e-06
25.47,70.36,1005.79,77.73,437.02,6.394958786689191e-07
24.92,60.95,1014.88,60.58,445.44,4.12270604197654e-07
22.33,71.94,1011.06,82.85,441.85,9.2408841662727e-07
27.73,67.69,1007.47,59.42,431.72,2.03889322619868e-05
25.58,61.08,1013.37,71.27,446.32,8.543968478131889e-07
23.71,68.63,1014.54,46.04,449.41,3.072281050742426e-05
32.21,68.14,1003.34,62.44,426.56,1.5687185413989264e-05
28.14,65.34,1014.44,46.17,443.11,5.297181571899377e-06
17.67,53.16,1013.59,83.31,457.99,3.0736621125049623e-07
27.33,52.84,1005.88,56.16,438.97,2.065170729069106e-05
9.88,37.83,1005.68,97.61,470.44,4.342509371478913e-06
23.63,60.37,1005.0,81.66,440.74,7.053305713371439e-06
22.55,70.79,1006.19,92.56,436.43,2.815292344759321e-05
24.6,57.32,1012.48,45.14,442.64,2.2014056196728944e-05
30.66,70.98,1007.6,72.08,435.66,7.224722441640585e-06
29.75,73.5,1011.13,67.31,433.63,1.6220434510444887e-07
12.91,41.16,1011.9,89.19,472.71,2.456289240673821e-05
15.85,49.69,1015.48,88.65,464.72,5.6351852632382995e-06
29.98,67.22,1014.22,52.69,445.3,4.952539827730894e-05
29.92,57.19,1008.62,45.8,438.99,1.066600763094753e-06
30.56,72.39,999.96,69.81,430.85,4.383664719109035e-06
25.97,57.32,1012.13,47.48,442.73,7.759428627371497e-06
8.0,34.03,1018.98,78.67,487.17,7.037942884562952e-05
21.4,74.93,1014.58,80.85,434.09,0.0001210242896634828
17.57,46.21,1014.09,80.81,453.29,1.838828706655772e-05
12.25,40.75,1016.02,82.4,475.07,1.665326500852467e-05
32.07,70.94,1006.91,49.9,432.33,1.912086096353426e-06
18.53,48.98,1014.24,74.29,452.73,8.417423236081023e-06
31.87,68.67,1005.64,48.85,435.66,1.7936828551026002e-05
25.34,70.47,1006.46,83.94,433.34,2.237859989865863e-05
16.97,50.9,1012.31,82.65,463.28,8.657827846423533e-06
6.25,39.64,1010.98,83.45,483.43,9.886710843243163e-05
15.32,45.01,1013.3,83.72,459.31,5.618087766723778e-06
27.17,63.09,1015.59,68.33,443.66,1.3125593558371176e-07
17.67,45.09,1014.26,51.92,457.67,1.0129767320654157e-05
15.3,38.62,1017.19,70.63,462.65,1.411819748276094e-05
24.05,64.69,1006.63,69.2,438.36,8.444008944429535e-06
27.02,72.58,1009.21,89.13,437.8,1.7884659236288752e-06
26.31,63.77,1014.15,69.36,440.1,4.864217778899741e-06
29.2,70.79,1004.8,63.74,425.2,5.339897262575711e-05
7.98,43.52,1022.45,97.68,481.93,5.135297069309458e-05
8.57,39.69,1000.91,99.9,474.29,0.00012151776889860601
11.35,38.91,1017.93,83.45,474.22,3.2646347613456706e-06
13.1,40.55,1007.59,95.46,472.37,6.616675993977231e-05
18.27,51.43,1010.38,88.39,460.41,1.1511528763365336e-05
23.23,56.89,1012.87,75.43,441.85,1.711423461269103e-05
23.75,61.5,1008.16,69.14,442.35,2.0821395036445122e-06
8.58,40.72,1022.04,87.55,480.96,2.321374959942722e-05
13.69,44.85,1016.89,79.87,470.78,7.853178914649759e-06
16.23,43.72,1009.96,83.01,457.9,6.082410863542269e-06
7.4,41.04,1024.44,90.9,477.69,1.1225653499314076e-07
20.73,69.94,1009.9,82.12,445.91,6.935159635128611e-07
12.06,52.72,1024.53,80.05,467.21,6.60653547307105e-07
20.3,58.41,1014.05,86.38,451.74,4.973992375669728e-08
9.45,39.04,1023.08,75.81,483.66,5.253610270240845e-05
25.96,60.32,1016.17,55.51,443.44,4.699677985115646e-06
20.76,62.52,1015.63,81.04,451.69,7.461825942723368e-07
25.88,69.13,1002.44,85.67,426.14,0.00013628495764620948
31.52,76.2,1008.31,57.35,435.31,2.827289702419327e-05
12.12,40.0,1018.72,84.42,462.1,4.6188375835548175e-05
11.94,40.66,1016.61,96.11,467.99,2.8696267056398684e-06
17.16,40.55,1000.26,72.21,461.58,3.192665404051258e-05
23.62,68.63,1013.18,50.57,447.3,1.1239581094207897e-05
5.74,40.62,1016.31,84.91,481.15,1.9087966330271554e-05
20.78,62.52,1017.58,73.3,452.3,5.108522562654652e-07
26.49,71.73,1010.07,74.48,431.06,3.2321352843921694e-05
11.75,41.2,1012.7,89.86,475.35,3.389643770212691e-05
33.6,74.33,1012.31,35.66,428.62,4.258466336615997e-06
23.46,59.27,1010.6,79.79,445.57,6.262569987289749e-07
12.11,41.17,1019.46,62.59,475.53,1.8843756563943136e-05
9.26,40.11,1024.38,74.82,460.72,0.00025795395709633567
7.61,38.06,1021.16,83.22,484.14,3.559478663877802e-05
22.75,58.79,1011.44,84.47,445.67,2.952885464033717e-06
25.57,65.46,1014.81,38.58,444.46,5.524117703303573e-07
24.66,60.29,1018.0,59.56,445.26,5.9768051024267676e-06
12.35,41.38,1021.99,55.38,474.94,1.4593947562291263e-05
13.57,39.39,1014.01,82.12,471.44,8.071432812455412e-06
9.29,35.77,1015.34,63.29,475.88,1.965999664547208e-06
8.01,40.62,1015.62,86.43,476.22,4.073599176808614e-06
21.45,60.08,1017.92,72.7,451.49,3.4550169703815186e-08
9.75,42.49,1010.57,83.63,480.35,0.00010604192645585294
12.84,50.59,1020.08,88.08,470.96,1.6554958795228915e-05
13.93,44.47,1025.35,81.54,469.25,2.4664818008593024e-07
30.08,67.25,1017.57,47.77,432.1,6.469453253699409e-05
22.53,58.62,1016.28,72.78,449.02,8.595949840965239e-07
17.35,47.83,1006.71,80.57,453.96,5.684405729947412e-06
10.04,39.13,1011.26,88.91,474.61,1.468988907515918e-05
8.51,38.5,1013.33,64.28,482.39,9.795450152840391e-05
12.38,45.09,1013.26,90.55,467.47,1.0500104991089462e-06
18.77,58.66,1010.34,87.25,454.54,3.1985106443229652e-06
24.73,74.22,1010.15,79.83,436.55,4.9615130949355014e-06
16.85,50.9,1013.26,83.94,460.68,1.2856835126448614e-06
12.48,39.85,1012.93,60.23,477.17,7.860815702164023e-05
17.02,51.86,1021.53,81.28,460.0,1.761723850477923e-06
13.04,40.69,1015.96,82.37,473.49,1.2598060100963728e-05
24.3,69.94,1007.02,62.14,438.92,9.017346557994435e-07
26.08,52.3,1007.03,63.34,442.44,7.076619974992985e-06
31.15,66.25,1008.89,61.08,437.55,5.8281775408357935e-06
10.8,41.62,1012.84,93.84,462.84,3.183339229614773e-05
18.61,63.09,1019.37,83.08,449.81,1.6115683870280355e-05
25.45,63.76,1009.96,67.78,439.56,3.428835127177571e-06
17.92,50.66,1012.62,93.0,456.84,1.6908236357354165e-07
15.92,41.2,1016.04,73.37,468.91,6.898872809560328e-06
25.32,48.41,1008.47,72.14,443.04,2.441690065793808e-05
10.61,41.58,1021.08,93.06,465.15,5.226582030140493e-05
14.79,47.83,1007.27,92.04,463.22,1.0451386647655902e-05
25.97,68.12,1013.11,61.97,437.11,1.0426796849729716e-05
22.29,43.79,1015.68,41.75,461.23,2.8790394187202184e-05
5.5,39.04,1021.46,78.91,478.65,1.447811141939377e-06
10.56,39.13,1010.19,87.12,463.14,3.525310262225613e-05
30.0,61.5,1009.4,48.63,435.6,7.070542010791058e-06
19.08,58.59,1013.42,68.88,451.05,1.5347535664637343e-06
26.05,58.59,1012.32,49.83,452.41,4.0786220213852455e-05
24.04,59.43,1007.6,76.98,437.51,2.5911829990461084e-05
31.11,69.05,1002.37,41.56,433.19,7.851212295269793e-06
27.59,59.21,1012.93,51.46,437.49,2.694075577354742e-05
23.82,63.76,1009.8,68.94,440.52,5.327124022293763e-06
8.31,40.46,1020.07,78.18,476.72,1.1285587542205402e-06
28.69,71.29,1009.22,68.35,433.07,3.5546678699084575e-06
26.39,49.02,1007.62,70.82,438.53,6.192506627267531e-05
24.2,68.67,1006.72,78.08,444.09,9.667552106943294e-06
10.02,39.96,1024.88,96.85,473.22,8.486483807707792e-06
6.81,38.56,1016.5,70.99,487.45,0.0001243276941472957
28.46,60.23,1010.2,63.38,439.88,4.730052071864998e-07
14.28,39.39,1013.82,77.52,469.92,5.30615132735615e-06
25.72,59.21,1012.37,66.62,437.72,2.1656378876615317e-05
31.71,73.5,1010.63,40.17,430.45,2.9827089201072073e-06
35.1,68.27,1006.96,43.51,426.3,9.200659770993542e-06
23.66,67.17,1007.24,87.56,443.43,2.3560773789943875e-06
28.55,66.51,1015.46,34.04,432.59,0.00010874524012710236
19.41,64.45,1009.44,64.05,452.55,1.0467996434950854e-05
26.71,68.3,1015.07,62.7,436.66,1.4214114267004765e-05
13.1,40.03,1017.79,84.48,470.75,1.0437968895705035e-06
17.51,39.54,1010.22,71.53,462.12,1.4487625879981482e-07
24.34,48.78,1018.0,73.44,448.54,2.026125728173469e-05
24.65,63.86,1018.37,56.15,442.89,1.3492550696258086e-05
16.17,41.79,1005.78,78.8,454.72,3.150651566198999e-05
27.78,73.56,1007.05,95.32,436.5,7.3767765127877175e-06
14.09,44.84,1023.65,94.29,466.12,7.591094137687313e-06
21.04,45.09,1014.19,40.62,450.92,6.359303611950525e-05
8.76,40.96,1025.21,90.72,483.79,5.9860641355556716e-05
9.93,39.04,1023.78,77.08,480.54,2.0969677379659016e-05
23.87,60.27,1018.94,77.16,439.86,6.753138574147389e-05
19.4,49.69,1012.89,163.13161254037357,455.6,2.545771198141486e-07
29.11,74.9,1003.31,74.01,432.43,2.453590834792093e-06
26.64,69.13,1010.6,79.23,430.41,5.1278299966498986e-05
20.82,57.76,1019.15,72.46,454.62,2.410888570473578e-07
20.08,54.42,1011.79,89.35,457.14,9.283026829572678e-06
17.39,46.21,1013.94,82.73,454.06,1.6193234902006862e-05
23.59,58.62,1017.81,66.68,448.09,1.9249014591979206e-06
24.17,71.25,1003.9,90.36,435.66,8.370402677527025e-06
10.32,42.28,1008.82,75.66,481.09,0.00017567348499028065
25.74,68.94,1007.7,67.56,433.45,1.8476028469238303e-05
20.06,60.77,1017.19,88.73,447.35,2.104999232388866e-05
14.47,44.66,1016.33,93.52,464.41,4.828842972401749e-07
22.37,50.78,1008.84,82.06,449.08,1.9298616669381614e-06
14.64,44.92,1025.54,91.12,462.64,5.196812876165847e-05
13.73,41.78,1011.75,49.65,464.94,8.799909644913509e-07
18.32,42.18,1002.27,95.99,458.46,9.454569836155107e-06
28.07,66.17,1010.58,64.11,443.77,1.2421510997841116e-05
10.82,39.96,1025.53,95.89,468.57,6.172663630553089e-05
31.74,72.25,1012.21,41.62,437.29,2.4950938996457947e-05
6.74,36.08,1020.36,86.98,484.18,2.304261708259337e-05
10.98,37.5,1011.12,97.51,472.34,6.062926680212253e-06
9.05,40.0,1015.48,80.91,472.41,2.1980151485235587e-07
12.53,44.03,1007.21,84.2,470.04,3.419114697853831e-05
20.53,65.06,1016.69,73.47,446.64,7.298002208428446e-06
10.48,37.5,1009.81,95.26,474.57,2.342268200300048e-05
21.45,60.84,1017.86,82.8,444.99,2.6751861533588104e-05
11.55,42.34,1020.78,94.56,469.13,4.324248237781762e-06
13.87,42.99,1007.45,81.52,471.12,5.4563686434117934e-05
15.03,43.71,1025.07,83.25,463.12,3.5365010189091776e-05
8.72,40.72,1023.48,77.87,485.3,7.70427571581857e-05
12.26,43.48,1016.41,72.95,467.83,1.4888276515852118e-07
11.45,40.8,1027.74,78.6,476.28,2.1672549321526052e-06
29.56,74.22,1007.45,57.46,432.84,7.602274345057256e-08
19.54,44.57,1007.19,78.93,450.54,2.2788736451498698e-05
29.85,68.24,1007.01,30.99,433.43,3.5595896945520125e-06
20.65,41.67,1012.76,45.27,455.5,1.3473645901570584e-05
13.75,41.49,1019.9,88.23,469.02,1.0181054476543325e-08
27.04,73.67,1006.82,77.45,431.1,1.4893738085479582e-05
5.29,41.38,1020.62,83.83,492.12,0.00019295958914036278
32.2,69.68,1012.12,42.47,437.35,1.8767213410259437e-05
20.13,43.43,1009.75,66.16,453.47,8.511336455393335e-06
8.54,38.08,1019.75,71.24,478.31,3.986333533910892e-06
21.18,44.57,1007.27,73.67,449.93,1.484238095070295e-05
5.85,41.55,1001.95,99.41,484.47,0.0005632458391778385
17.66,60.08,1017.22,86.96,456.62,7.291463281678053e-07
26.55,69.45,1013.92,52.22,434.55,3.1668495868690126e-05
25.37,66.75,1017.94,79.26,434.16,9.966797540486749e-05
12.51,43.67,1013.24,91.55,471.96,1.835821136624947e-05
9.68,41.06,1022.75,87.44,476.67,3.2302663449057278e-06
4.43,38.91,1019.04,88.17,491.9,0.00015520250699287453
15.3,41.76,1022.57,71.56,466.59,2.3416931429306735e-06
21.97,65.61,1016.09,73.29,447.05,5.836513901284795e-07
14.17,41.67,1013.4,72.77,471.42,1.5745791191855042e-05
30.86,70.32,1011.88,62.68,433.71,5.297387536758633e-07
4.87,42.85,1013.6,92.3,482.22,5.59973660788287e-05
27.02,71.25,1000.48,87.86,438.33,3.741227540834538e-05
20.94,49.02,1008.91,87.32,448.18,1.8080616282799664e-05
14.1,43.34,1012.91,86.45,465.22,6.542947083432267e-08
14.04,48.79,1017.62,75.25,464.09,1.1901672291011448e-07
17.13,43.79,1016.09,58.94,465.3,4.316344657306853e-06
26.05,56.85,1012.78,59.09,438.59,2.910693201840422e-05
29.45,68.84,1011.64,59.7,438.41,2.038010731613343e-06
7.81,39.64,1011.42,86.68,482.22,8.718539566915953e-05
21.17,52.3,1009.67,88.88,444.5,3.574521488259432e-05
23.14,60.27,1018.51,80.54,442.59,4.0166198975471714e-05
29.08,67.79,1010.91,55.96,442.78,2.09398001332472e-05
29.12,73.06,1009.98,80.21,434.9,2.2440906351438728e-07
14.85,40.8,1025.38,53.29,471.78,2.899277715317623e-06
13.53,42.86,1014.0,90.63,471.73,1.8863819844428093e-05
11.03,42.32,1017.26,90.56,470.92,1.3145903936336172e-07
24.92,63.86,1019.19,59.24,440.93,3.06351259201536e-05
15.56,41.1,1003.55,76.92,464.42,2.182710085891464e-05
13.92,39.39,1012.94,80.52,471.81,1.4305614702593568e-05
20.83,67.32,1011.76,73.11,443.17,7.74069290631044e-06
25.18,69.23,1013.26,57.45,438.72,7.185295926459336e-06
3.0,39.64,1011.0,80.14,485.2,9.239390855885041e-05
17.8,62.26,1011.81,89.81,451.62,2.991399523107888e-07
25.79,65.27,1013.26,55.35,440.04,5.223097874403264e-06
23.67,72.24,1011.22,90.45,435.94,3.301621910006827e-05
25.02,50.78,1008.79,63.06,444.7,7.439414886663009e-06
14.92,41.16,1004.83,83.7,465.72,2.066934987583349e-05
6.06,43.65,1014.36,83.94,480.74,4.372179198427242e-05
24.37,70.02,1010.97,71.97,443.53,2.530072288032832e-06
16.83,46.48,1007.21,87.23,455.64,4.926237001853795e-06
30.73,69.89,1015.0,58.9,426.79,8.196762129058298e-05
20.95,48.14,1013.3,67.72,452.38,3.905039280493301e-06
26.12,63.31,1013.97,51.6,439.77,1.1413039577403204e-05
30.1,47.93,1002.64,42.06,435.27,8.686523174197159e-05
30.91,70.32,1011.92,65.59,433.71,4.6457495451587425e-07
9.14,37.36,1015.22,78.06,491.97,0.00023831338417520064
18.87,43.43,1009.16,69.5,454.58,8.104532856706334e-06
19.3,65.59,1014.07,81.98,452.76,4.40944023719884e-06
9.35,41.03,1021.33,66.75,482.16,5.491766888436218e-05
10.79,39.82,1012.89,88.25,479.92,6.8804440804132e-05
24.6,48.78,1018.1,73.71,442.23,0.0001086588772530728
25.42,75.6,1017.39,77.63,438.24,6.663227200383867e-06
26.62,72.43,1006.79,82.74,430.22,3.3948246007278765e-05
14.17,39.59,1010.99,94.08,464.17,1.7182802287664236e-06
10.3,41.79,1021.09,49.39,471.58,5.597308101358565e-06
9.46,41.4,1026.78,87.58,480.82,2.494464457022765e-05
34.66,74.33,1012.0,32.19,425.89,1.819896447264103e-05
14.38,44.78,1010.8,66.58,459.66,8.302580767774486e-06
27.67,71.64,1004.41,78.14,433.29,1.0842039730623446e-06
19.08,41.1,1001.96,62.77,458.94,1.6039303323543573e-05
12.64,41.79,1016.38,92.65,461.46,3.397320007032942e-05
25.42,74.22,1009.04,88.55,433.97,1.58723358485517e-05
26.73,68.84,1010.75,66.83,440.45,7.319302564508722e-07
25.21,64.63,1020.56,51.31,448.66,3.932300768113809e-06
15.09,40.89,1010.15,92.0,466.47,6.986965698604583e-06
25.17,72.39,1001.69,90.51,432.45,1.6542585165460123e-05
9.86,37.83,1005.05,100.15,472.46,2.808189496421773e-05
26.05,65.38,1009.43,52.1,449.82,5.715236439460069e-05
12.54,41.62,1010.86,83.42,461.08,1.899408499566207e-05
8.66,36.25,1028.22,86.96,479.66,4.844968961612656e-07
32.33,67.83,1008.11,57.48,427.84,1.82825354808355e-05
13.61,38.47,1015.1,54.98,466.51,4.976219476916804e-06
21.0,70.02,1010.22,95.11,447.29,8.493157224668175e-06
9.33,36.3,1027.88,79.23,479.6,8.942060936488118e-08
9.56,41.55,1002.67,70.27,481.24,0.00047113255251558
26.23,70.72,1009.73,73.44,445.28,2.7979054643259485e-05
17.5,42.23,1013.37,86.87,462.57,4.3978536077168333e-07
9.58,38.08,1019.49,67.54,478.5,1.1377690156637387e-05
25.44,65.06,1013.82,55.72,440.09,7.845333324734395e-06
20.42,62.96,1020.34,84.0,452.08,2.6083619839620757e-07
25.86,59.92,1009.92,73.95,436.06,2.497665306706026e-05
9.11,40.02,1031.1,83.02,479.03,1.721933376363748e-07
13.82,40.2,1013.19,90.11,466.99,1.0584045364519375e-07
24.96,69.68,1011.37,63.12,447.2,2.1670232495171858e-05
12.45,40.1,1015.4,82.61,473.63,1.0579193402342266e-05
25.25,58.46,1015.54,70.76,444.05,5.035583251105488e-06
9.57,39.82,1013.12,89.15,468.02,9.003925394879156e-06
31.98,64.05,1010.49,58.01,439.56,1.485615059442098e-05
27.09,73.5,1011.34,76.06,434.31,6.134589718995154e-06
13.48,40.35,1011.71,69.44,474.72,4.7418815900241804e-05
1.81,39.42,1026.92,76.97,490.55,4.134677680867555e-05
14.56,25.88,1009.46,78.22,466.29,3.032661796658013e-05
19.22,62.1,1019.43,79.19,451.8,3.3889133517095575e-06
26.49,78.92,1010.82,83.42,434.91,9.452101323228147e-08
7.75,38.06,1020.83,83.39,483.56,3.1581970710851586e-05
24.4,62.26,1011.62,70.1,439.06,1.191024727723626e-05
28.61,52.84,1006.0,45.73,437.39,3.342871624815508e-05
14.43,45.08,1023.23,83.98,465.07,7.6230807176637945e-06
24.18,66.48,1003.3,70.99,433.37,3.858526960288544e-05
30.49,70.32,1011.34,66.33,434.76,1.9488291700912934e-09
15.98,39.64,1009.31,81.21,467.22,1.445340680362146e-05
9.48,40.11,1025.49,73.81,472.16,2.3306299466830704e-05
26.37,54.5,1014.48,66.31,451.78,1.2181687087327762e-05
23.56,71.85,1009.67,74.78,439.48,1.7324122416848725e-06
21.25,67.71,1006.9,55.76,444.98,4.948161333720416e-07
